Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Location,Time,Depth (metres),Temperature (Degrees Celsius),pH,Dissolved Oxygen (milligrams/Litre),Conductivity (mSiemens/cm),Salinity (parts per thousand),Total Nitrogen (micrograms/Litre),Total Phosphorous (micrograms/Litre),Dissolved Organic Carbon (milligrams/Litre),Turbidity
Rotation 1,1602,2007,17-Jul-07,VEV,Position 2,PNA,3.7,23.66,10.29,8.86,1.043,0.52,2880,145,30.2,PNA
Rotation 1,1602,2007,17-Jul-07,VEV,Position 3,PNA,3.9,24.25,10.28,8.82,1.042,0.51,2880,145,30.2,PNA
Rotation 1,1603,2007,19-Jul-07,VEV,Deepest Point,PNA,3.4,24.61,9.83,10.92,1.444,0.72,4070,109,23.4,PNA
Rotation 1,1603,2007,19-Jul-07,VEV,Position 2,PNA,2.7,24.71,9.87,11.01,1.444,0.72,4070,109,23.4,PNA
Rotation 1,1603,2007,19-Jul-07,VEV,Position 3,PNA,2.4,25.13,9.95,10.6,1.444,0.72,4070,109,23.4,PNA
Rotation 1,1620,2007,20-Jul-07,VEV,Deepest Point,PNA,2.1,22.39,10.1,6.7,1.94,0.98,2500,39,32.3,PNA
Rotation 1,1620,2007,20-Jul-07,VEV,Position 2,PNA,1.7,22.03,10.12,7.24,1.93,0.98,2500,39,32.3,PNA
Rotation 1,1620,2007,20-Jul-07,VEV,Position 3,PNA,1.5,22,10.16,8.13,1.93,0.98,2500,39,32.3,PNA
Rotation 1,314,2008,9-Jul-08,JSW,Deepest Point,PNA,1,22.19,9.77,14.13,0.623,0.31,1860,521,27.2,PNA
Rotation 1,314,2008,9-Jul-08,JSW,Position 2,PNA,0.9,22.17,9.77,12.47,0.631,0.31,1860,521,27.2,PNA
Rotation 1,314,2008,9-Jul-08,JSW,Position 3,PNA,0.8,22.28,9.74,12.69,0.645,0.31,1860,521,27.2,PNA
Rotation 1,315,2008,4-Jul-08,JSW,Deepest Point,PNA,1.1,20.7,10.45,8.85,0.438,0.21,2470,227,37.2,PNA
Rotation 1,315,2008,4-Jul-08,JSW,Position 2,PNA,1.1,20.64,10.57,9.53,0.433,0.21,2470,227,37.2,PNA
Rotation 1,315,2008,4-Jul-08,JSW,Position 3,PNA,1,20.68,10.46,9.2,0.436,0.21,2470,227,37.2,PNA
Rotation 1,316,2008,5-Jul-08,JSW,Deepest Point,PNA,0.7,16.79,10.56,4.1,0.415,0.2,3090,444,30.6,PNA
Rotation 1,316,2008,5-Jul-08,JSW,Position 2,PNA,0.6,16.37,10.18,4.4,0.412,0.2,3090,444,30.6,PNA
Rotation 1,316,2008,5-Jul-08,JSW,Position 3,PNA,0.6,16.44,9.87,4.66,0.424,0.2,3090,444,30.6,PNA
Rotation 1,343,2008,8-Jul-08,JSW,Deepest Point,PNA,1.5,17.66,10.36,9.66,0.16,0.08,1180,141,22.8,PNA
Rotation 1,343,2008,8-Jul-08,JSW,Position 2,PNA,1.4,18.14,10.04,9.9,0.159,0.08,1180,141,22.8,PNA
Rotation 1,343,2008,8-Jul-08,JSW,Position 3,PNA,1.4,20.1,10.22,9.26,0.158,0.08,1180,141,22.8,PNA
Rotation 1,344,2008,8-Jul-08,JSW,Deepest Point,PNA,1.8,16,6.43,7,0.028,0.02,492,18,34.3,PNA
Rotation 1,344,2008,8-Jul-08,JSW,Position 2,PNA,1.7,16.31,5.86,7.61,0.028,0.02,492,18,34.3,PNA
Rotation 1,344,2008,8-Jul-08,JSW,Position 3,PNA,1.8,16.65,6.01,7.47,0.028,0.02,492,18,34.3,PNA
Rotation 1,345,2008,3-Jul-08,JSW,Deepest Point,PNA,0.9,24.7,8.71,8.78,0.532,0.25,1250,28,39.5,PNA
Rotation 1,345,2008,3-Jul-08,JSW,Position 2,PNA,0.8,26.26,8.76,8.82,0.522,0.25,1250,28,39.5,PNA
Rotation 1,345,2008,3-Jul-08,JSW,Position 3,PNA,0.8,24.71,8.94,11.21,0.526,0.25,1250,28,39.5,PNA
Rotation 1,373,2008,7-Jul-08,JSW,Deepest Point,PNA,1.1,18,8.44,8.25,0.121,0.06,687,24,24.2,PNA
Rotation 1,373,2008,7-Jul-08,JSW,Position 2,PNA,1,18.01,8.46,8.31,0.121,0.06,687,24,24.2,PNA
Rotation 1,373,2008,7-Jul-08,JSW,Position 3,PNA,0.7,18.02,8.43,8.33,0.121,0.06,687,24,24.2,PNA
Rotation 1,374,2008,7-Jul-08,JSW,Deepest Point,PNA,2.6,17.66,8.05,7.13,0.058,0.03,967,45,23.9,PNA
Rotation 1,374,2008,7-Jul-08,JSW,Position 2,PNA,2,17.64,8.09,7.01,0.059,0.03,967,45,23.9,PNA
Rotation 1,374,2008,7-Jul-08,JSW,Position 3,PNA,1.7,17.65,7.96,7.26,0.058,0.03,967,45,23.9,PNA
Rotation 1,375,2008,6-Jul-08,JSW,Deepest Point,PNA,2.9,17.66,7.48,7.49,0.2,0.1,671,32,21.4,PNA
Rotation 1,375,2008,6-Jul-08,JSW,Position 2,PNA,2.7,17.61,8.48,7.79,0.2,0.1,671,32,21.4,PNA
Rotation 1,375,2008,6-Jul-08,JSW,Position 3,PNA,1.9,17.62,8.49,7.73,0.2,0.1,671,32,21.4,PNA
Rotation 1,412,2008,17-Jul-08,JSW,Deepest Point,PNA,1.2,17.89,9.68,7.71,0.087,0.04,529,15,21.2,PNA
Rotation 1,412,2008,17-Jul-08,JSW,Position 2,PNA,1.1,17.98,9.25,7.71,0.087,0.04,529,15,21.2,PNA
Rotation 1,412,2008,17-Jul-08,JSW,Position 3,PNA,1.1,17.94,9.14,7.75,0.087,0.04,529,15,21.2,PNA
Rotation 1,413,2008,17-Jul-08,JSW,Deepest Point,PNA,1,16.53,8,5.96,0.066,0.03,843,31,38.9,PNA
Rotation 1,413,2008,17-Jul-08,JSW,Position 2,PNA,0.9,16.36,7.63,4.09,0.156,0.08,843,31,38.9,PNA
Rotation 1,413,2008,17-Jul-08,JSW,Position 3,PNA,0.8,18.14,7.84,4.28,0.066,0.06,843,31,38.9,PNA
Rotation 1,414,2008,19-Jul-08,JSW,Deepest Point,PNA,1.3,17.54,7.97,6.79,0.044,0.02,1160,48,36.5,PNA
Rotation 1,414,2008,19-Jul-08,JSW,Position 2,PNA,1.2,16.65,7.68,6.12,0.053,0.03,1160,48,36.5,PNA
Rotation 1,414,2008,19-Jul-08,JSW,Position 3,PNA,1.1,17.8,7.36,5.44,0.044,0.03,1160,48,36.5,PNA
Rotation 1,442,2008,22-Jul-08,JSW,Deepest Point,PNA,1.1,19.15,8.27,6.72,0.049,0.03,1380,76,32.4,PNA
Rotation 1,442,2008,22-Jul-08,JSW,Position 2,PNA,1,19.15,8.23,5.63,0.05,0.03,1380,76,32.4,PNA
Rotation 1,442,2008,22-Jul-08,JSW,Position 3,PNA,0.9,19.25,8.15,7.34,0.047,0.03,1380,76,32.4,PNA
Rotation 1,443,2008,18-Jul-08,JSW,Deepest Point,PNA,1.3,19.18,7.72,4.13,0.099,0.04,1590,34,35.7,PNA
Rotation 1,443,2008,18-Jul-08,JSW,Position 2,PNA,1.1,19.93,7.91,6.42,0.081,0.04,1590,34,35.7,PNA
Rotation 1,443,2008,18-Jul-08,JSW,Position 3,PNA,1.1,19.4,7.71,4.48,0.096,0.04,1590,34,35.7,PNA
Rotation 1,444,2008,20-Jul-08,JSW,Deepest Point,PNA,1.5,19.79,8.55,8.04,0.12,0.06,1350,23,39.4,PNA
Rotation 1,444,2008,20-Jul-08,JSW,Position 2,PNA,1.4,19.83,8.26,7.79,0.123,0.06,1350,23,39.4,PNA
Rotation 1,444,2008,20-Jul-08,JSW,Position 3,PNA,1.3,19.48,8.51,7.51,0.123,0.06,1350,23,39.4,PNA
Rotation 1,472,2008,21-Jul-08,JSW,Deepest Point,PNA,1.2,20.32,7.65,6.01,0.066,0.03,887,31,26.1,PNA
Rotation 1,472,2008,21-Jul-08,JSW,Position 2,PNA,1.2,21.59,7.67,6.93,0.063,0.03,887,31,26.1,PNA
Rotation 1,472,2008,21-Jul-08,JSW,Position 3,PNA,1,21.19,7.68,5.64,0.063,0.03,887,31,26.1,PNA
Rotation 1,473,2008,22-Jul-08,JSW,Deepest Point,PNA,1,18.15,7.61,4.55,0.092,0.05,1610,124,49.9,PNA
Rotation 1,473,2008,22-Jul-08,JSW,Position 2,PNA,0.8,18.29,7.42,5.78,0.091,0.05,1610,124,49.9,PNA
Rotation 1,473,2008,22-Jul-08,JSW,Position 3,PNA,1,18.27,7.33,5.9,0.091,0.05,1610,124,49.9,PNA
Rotation 1,474,2008,23-Jul-08,JSW,Deepest Point,PNA,1.3,18.98,8.07,5.91,0.086,0.04,1440,85,45.2,PNA
Rotation 1,474,2008,23-Jul-08,JSW,Position 2,PNA,1.2,19.85,7.79,6.82,0.086,0.04,1440,85,45.2,PNA
Rotation 1,474,2008,23-Jul-08,JSW,Position 3,PNA,1.3,19.82,8.04,6.47,0.086,0.04,1440,85,45.2,PNA
Rotation 1,688,2008,22-Jul-08,MMA/PRR,Deepest Point,PNA,1.5,22.09,7.15,6.33,0.211,0.1,1470,39,38.8,PNA
Rotation 1,688,2008,22-Jul-08,MMA/PRR,Position 2,PNA,1.4,21.94,7.33,6.09,0.212,0.1,1470,39,38.8,PNA
Rotation 1,688,2008,22-Jul-08,MMA/PRR,Position 3,PNA,1.4,21.81,7.45,6.21,0.212,0.1,1470,39,38.8,PNA
Rotation 1,689,2008,25-Jul-08,MMA/PRR/VEV,Deepest Point,PNA,3.1,20.04,8.43,8.17,0.328,0.16,791,27,22.2,PNA
Rotation 1,689,2008,25-Jul-08,MMA/PRR/VEV,Position 2,PNA,2.6,20.34,8.59,7.94,0.327,0.16,791,27,22.2,PNA
Rotation 1,689,2008,25-Jul-08,MMA/PRR/VEV,Position 3,PNA,1.5,20.66,8.67,8.06,0.326,0.16,791,27,22.2,PNA
Rotation 1,690,2008,17-Jul-08,MMA,Deepest Point,PNA,1.6,18.22,7.06,5.76,0.09,0.05,1030,26,34.5,PNA
Rotation 1,690,2008,17-Jul-08,MMA,Position 2,PNA,1.4,18.33,6.87,1.76,0.093,0.09,1030,26,34.5,PNA
Rotation 1,690,2008,17-Jul-08,MMA,Position 3,PNA,1.4,18.55,7.13,5.37,0.091,0.05,1030,26,34.5,PNA
Rotation 1,719,2008,18-Jul-08,MMA/VEV,Deepest Point,PNA,1,21.66,9.49,8.36,0.174,0.08,1600,31,36.7,PNA
Rotation 1,719,2008,18-Jul-08,MMA/VEV,Position 2,PNA,0.8,21.25,9.55,8.16,0.174,0.08,1600,31,36.7,PNA
Rotation 1,719,2008,18-Jul-08,MMA/VEV,Position 3,PNA,0.9,21.11,9.52,7.78,0.176,0.09,1600,31,36.7,PNA
Rotation 1,720,2008,19-Jul-08,MMA/VEV,Deepest Point,PNA,2.4,16.3,7.24,1.5,0.23,0.11,815,72,20.5,PNA
Rotation 1,720,2008,19-Jul-08,MMA/VEV,Position 2,PNA,2.6,16.7,7.22,2.21,0.221,0.11,815,72,20.5,PNA
Rotation 1,720,2008,19-Jul-08,MMA/VEV,Position 3,PNA,2.5,16.52,7.13,1.52,0.212,0.1,815,72,20.5,PNA
Rotation 1,721,2008,23-Jul-08,MMA/PRR,Deepest Point,PNA,2.1,20.34,7.97,6.03,0.137,0.7,1050,42,29.5,PNA
Rotation 1,721,2008,23-Jul-08,MMA/PRR,Position 2,PNA,1.6,20.32,8.21,5.94,0.138,0.7,1050,42,29.5,PNA
Rotation 1,721,2008,23-Jul-08,MMA/PRR,Position 3,PNA,1.5,20.45,8.24,5.76,0.138,0.7,1050,42,29.5,PNA
Rotation 1,750,2008,20-Jul-08,VEV,Deepest Point,PNA,8.5,20.68,7.18,6.6,0.215,0.1,509,15,14.4,PNA
Rotation 1,750,2008,20-Jul-08,VEV,Position 2,PNA,4.3,21.15,7.28,6.74,0.216,0.1,509,15,14.4,PNA
Rotation 1,750,2008,20-Jul-08,VEV,Position 3,PNA,3.9,21.2,7.28,7.7,0.216,0.1,509,15,14.4,PNA
Rotation 1,751,2008,24-Jul-08,MMA/PRR,Deepest Point,PNA,10,19.51,7.04,7.15,0.025,0.02,258,12,7.5,PNA
Rotation 1,751,2008,24-Jul-08,MMA/PRR,Position 2,PNA,12,18.72,7.02,7.12,0.25,0.02,258,12,7.5,PNA
Rotation 1,751,2008,24-Jul-08,MMA/PRR,Position 3,PNA,9.6,19.75,7.08,7.25,0.25,0.02,258,12,7.5,PNA
Rotation 1,752,2008,21-Jul-08,MMA/PRR,Deepest Point,PNA,5.5,18.9,6.66,3.2,0.05,0.03,859,31,32.8,PNA
Rotation 1,752,2008,21-Jul-08,MMA/PRR,Position 2,PNA,2.7,18.3,6.54,2.34,0.052,0.03,859,31,32.8,PNA
Rotation 1,752,2008,21-Jul-08,MMA/PRR,Position 3,PNA,1.8,20.28,6.6,3.09,0.05,0.03,859,31,32.8,PNA
Rotation 1,866,2008,3-Jul-08,SGR,Deepest Point,PNA,0.9,24.8,10.25,12.55,0.22,0.11,1920,196,21.4,PNA
Rotation 1,866,2008,3-Jul-08,SGR,Position 2,PNA,0.8,25.7,10.21,13.3,0.22,0.11,1920,196,21.4,PNA
Rotation 1,866,2008,3-Jul-08,SGR,Position 3,PNA,0.8,25.44,10.12,12.14,0.22,0.11,1920,196,21.4,PNA
Rotation 1,867,2008,4-Jul-08,SGR,Deepest Point,PNA,1.1,24.73,9.44,9.15,0.29,0.14,4020,42,53.8,PNA
Rotation 1,867,2008,4-Jul-08,SGR,Position 2,PNA,0.6,24.76,9.46,9.27,0.29,0.14,4020,42,53.8,PNA
Rotation 1,867,2008,4-Jul-08,SGR,Position 3,PNA,0.6,25.03,9.46,9.06,0.29,0.14,4020,42,53.8,PNA
Rotation 1,868,2008,10-Jul-08,SGR,Deepest Point,PNA,1.3,18.78,6.85,3.47,0.23,0.09,2470,62,59.7,PNA
Rotation 1,868,2008,10-Jul-08,SGR,Position 2,PNA,1.3,18.68,7.21,3.14,0.126,0.07,2470,62,59.7,PNA
Rotation 1,868,2008,10-Jul-08,SGR,Position 3,PNA,1.3,18.55,6.86,3.4,0.285,0.14,2470,62,59.7,PNA
Rotation 1,899,2008,5-Jul-08,SGR,Deepest Point,PNA,1.3,22.63,8.18,7.31,0.251,0.12,2120,59,49.4,PNA
Rotation 1,899,2008,5-Jul-08,SGR,Position 2,PNA,1.3,21.88,7.94,6.44,0.251,0.12,2120,59,49.4,PNA
Rotation 1,899,2008,5-Jul-08,SGR,Position 3,PNA,1.3,21.26,8.73,7.63,0.255,0.12,2120,59,49.4,PNA
Rotation 1,900,2008,6-Jul-08,SGR,Deepest Point,PNA,1.4,21.48,6.94,3.1,0.138,0.07,1680,38,32.5,PNA
Rotation 1,900,2008,6-Jul-08,SGR,Position 2,PNA,1.1,22.21,6.88,6.6,0.134,0.07,1680,38,32.5,PNA
Rotation 1,900,2008,6-Jul-08,SGR,Position 3,PNA,1.1,22.24,6.98,6.56,0.136,0.07,1680,38,32.5,PNA
Rotation 1,901,2008,7-Jul-08,SGR,Deepest Point,PNA,1.4,22.09,9.19,9.72,0.132,0.07,2360,40,34.8,PNA
Rotation 1,901,2008,7-Jul-08,SGR,Position 2,PNA,1.2,22.18,9.18,9.49,0.131,0.06,2360,40,34.8,PNA
Rotation 1,901,2008,7-Jul-08,SGR,Position 3,PNA,1.2,22.26,9.14,9.13,0.13,0.07,2360,40,34.8,PNA
Rotation 1,932,2008,3-Jul-08,RH,Deepest Point,PNA,2.2,21.08,8.05,7.67,0.26,0.12,122,9,2.6,PNA
Rotation 1,932,2008,3-Jul-08,RH,Position 2,PNA,1.5,21.08,8.11,7.55,0.258,0.12,122,9,2.6,PNA
Rotation 1,932,2008,3-Jul-08,RH,Position 3,PNA,0.9,20.85,8.23,8.03,0.254,0.12,122,9,2.6,PNA
Rotation 1,933,2008,9-Jul-08,SGR,Deepest Point,PNA,3.5,17.14,7.29,1.97,0.314,0.15,946,30,32.3,PNA
Rotation 1,933,2008,9-Jul-08,SGR,Position 2,PNA,2.4,18.73,7.62,4.22,0.299,0.14,946,30,32.3,PNA
Rotation 1,933,2008,9-Jul-08,SGR,Position 3,PNA,1.9,19.03,7.63,DNC,0.29,0.14,946,30,32.3,PNA
Rotation 1,934,2008,8-Jul-08,SGR,Deepest Point,PNA,5.1,16.05,6.88,0.67,0.171,0.08,809,23,27.3,PNA
Rotation 1,934,2008,8-Jul-08,SGR,Position 2,PNA,4.7,14.53,6.93,0.7,0.175,0.08,809,23,27.3,PNA
Rotation 1,934,2008,8-Jul-08,SGR,Position 3,PNA,3.8,16.21,6.98,0.39,0.177,0.08,809,23,27.3,PNA
Rotation 1,974,2008,3-Jul-08,MMA/VEV,Deepest Point,PNA,1.5,22.33,6.2,7.41,0.026,0.02,661,25,26.9,PNA
Rotation 1,974,2008,3-Jul-08,MMA/VEV,Position 2,PNA,1.4,22.23,6.27,7.46,0.026,0.02,661,25,26.9,PNA
Rotation 1,974,2008,3-Jul-08,MMA/VEV,Position 3,PNA,1.3,22.12,6.25,7.26,0.026,0.02,661,25,26.9,PNA
Rotation 1,975,2008,6-Jul-08,MMA/VEV,Deepest Point,PNA,5.2,21.11,6.96,5.82,0.11,0.06,998,23,20,PNA
Rotation 1,975,2008,6-Jul-08,MMA/VEV,Position 2,PNA,4.9,21.25,7.12,5.71,0.11,0.05,998,23,20,PNA
Rotation 1,975,2008,6-Jul-08,MMA/VEV,Position 3,PNA,2.5,21.36,7.15,5.45,0.11,0.06,998,23,20,PNA
Rotation 1,976,2008,31-Jul-08,MMA/VEV,Deepest Point,PNA,2.8,17.7,7.32,0.36,6.58,0.17,799,68,16.9,PNA
Rotation 1,976,2008,31-Jul-08,MMA/VEV,Position 2,PNA,2.3,17.56,7.45,0.36,6.94,0.17,799,68,16.9,PNA
Rotation 1,976,2008,31-Jul-08,MMA/VEV,Position 3,PNA,1.9,17.92,7.61,0.36,8.58,0.17,799,68,16.9,PNA
Rotation 1,1007,2008,4-Jul-08,MMA,Deepest Point,PNA,2,23.65,7.79,6.76,0.311,0.15,490,10,9.2,PNA
Rotation 1,1007,2008,4-Jul-08,MMA,Position 2,PNA,1.9,23.69,7.99,6.82,0.311,0.15,490,10,9.2,PNA
Rotation 1,1007,2008,4-Jul-08,MMA,Position 3,PNA,0.8,23.72,8.05,7.1,0.311,0.15,490,10,9.2,PNA
Rotation 1,1008,2008,5-Jul-08,MMA/VEV,Deepest Point,PNA,1.8,22.77,7.09,8.09,0.115,0.01,772,14,21.5,PNA
Rotation 1,1008,2008,5-Jul-08,MMA/VEV,Position 2,PNA,1.4,22.76,7.1,8.21,0.115,0.01,772,14,21.5,PNA
Rotation 1,1008,2008,5-Jul-08,MMA/VEV,Position 3,PNA,1.4,22.83,7.13,7.86,0.115,0.01,772,14,21.5,PNA
Rotation 1,1009,2008,10-Jul-08,MMA/VEV,Deepest Point,PNA,3.9,19.74,7.27,4.48,0.216,0.1,932,24,20.5,PNA
Rotation 1,1009,2008,10-Jul-08,MMA/VEV,Position 2,PNA,3.8,19.77,7.36,4.77,0.216,0.1,932,24,20.5,PNA
Rotation 1,1009,2008,10-Jul-08,MMA/VEV,Position 3,PNA,3.3,19.78,7.4,4.25,0.216,0.1,932,24,20.5,PNA
Rotation 1,1041,2008,8-Jul-08,MMA/VEV,Deepest Point,PNA,2.4,19.02,7.28,6.64,0.214,0.1,515,14,13.5,PNA
Rotation 1,1041,2008,8-Jul-08,MMA/VEV,Position 2,PNA,2.3,19.04,7.49,6.34,0.215,0.1,515,14,13.5,PNA
Rotation 1,1041,2008,8-Jul-08,MMA/VEV,Position 3,PNA,1.9,19.05,7.52,6.23,0.215,0.1,515,14,13.5,PNA
Rotation 1,1042,2008,9-Jul-08,MMA/VEV,Deepest Point,PNA,0.9,15.66,5.72,5.08,0.003,0.02,1410,179,32.3,PNA
Rotation 1,1042,2008,9-Jul-08,MMA/VEV,Position 2,PNA,0.6,15.6,5.47,3.41,0.003,0.02,1410,179,32.3,PNA
Rotation 1,1042,2008,9-Jul-08,MMA/VEV,Position 3,PNA,0.6,15.45,5.62,3.85,0.003,0.02,1410,179,32.3,PNA
Rotation 1,1043,2008,7-Jul-08,MMA/VEV,Deepest Point,PNA,2.7,21.47,9.05,7.48,0.149,0.01,2080,95,24.1,PNA
Rotation 1,1043,2008,7-Jul-08,MMA/VEV,Position 2,PNA,0.5,21.53,9.16,7.45,0.148,0.01,2080,95,24.1,PNA
Rotation 1,1043,2008,7-Jul-08,MMA/VEV,Position 3,PNA,1.2,21.39,9.19,7.96,0.147,0.01,2080,95,24.1,PNA
Rotation 1,1068,2008,17-Jul-08,SGR,Deepest Point,PNA,1.1,16.41,8.16,7.98,0.08,0.04,532,14,12.5,PNA
Rotation 1,1068,2008,17-Jul-08,SGR,Position 2,PNA,1.1,16.63,8.36,7.85,0.081,0.04,532,14,12.5,PNA
Rotation 1,1068,2008,17-Jul-08,SGR,Position 3,PNA,0.8,16.63,8.38,7.65,0.081,0.04,532,14,12.5,PNA
Rotation 1,1069,2008,18-Jul-08,SGR,Deepest Point,PNA,1.6,16.64,7.95,7.21,0.266,0.13,344,5,9.7,PNA
Rotation 1,1069,2008,18-Jul-08,SGR,Position 2,PNA,1.4,16.79,8.21,7.63,0.26,0.13,344,5,9.7,PNA
Rotation 1,1069,2008,18-Jul-08,SGR,Position 3,PNA,1.1,17.19,8.35,8.34,0.266,0.12,344,5,9.7,PNA
Rotation 1,1070,2008,19-Jul-08,SGR,Deepest Point,PNA,1.9,18.19,6.79,6.51,0.032,0.02,1280,38,13.5,PNA
Rotation 1,1070,2008,19-Jul-08,SGR,Position 2,PNA,1.7,18.43,6.98,6.88,0.032,0.02,1280,38,13.5,PNA
Rotation 1,1070,2008,19-Jul-08,SGR,Position 3,PNA,0.9,20.77,7.14,7.92,0.031,0.02,1280,38,13.5,PNA
Rotation 1,1083,2008,31-Jul-08,DTH,Deepest Point,PNA,3.6,20.46,8.63,7.89,0.905,0.44,1590,73,22.5,PNA
Rotation 1,1083,2008,31-Jul-08,DTH,Position 2,PNA,2.7,20.47,8.79,7.65,0.904,0.44,1590,73,22.5,PNA
Rotation 1,1083,2008,31-Jul-08,DTH,Position 3,PNA,3.1,20.51,8.77,7.44,0.906,0.44,1590,73,22.5,PNA
Rotation 1,1101,2008,22-Jul-08,SGR,Deepest Point,PNA,8.8,12.47,7.9,5.76,0.328,0.15,233,83,6.1,PNA
Rotation 1,1101,2008,22-Jul-08,SGR,Position 2,PNA,8.6,DNC,DNC,DNC,DNC,DNC,233,83,6.1,PNA
Rotation 1,1101,2008,22-Jul-08,SGR,Position 3,PNA,7.9,DNC,DNC,DNC,DNC,DNC,233,83,6.1,PNA
Rotation 1,1102,2008,21-Jul-08,SGR,Deepest Point,PNA,2.1,19.15,7.74,6.95,0.144,0.07,429,10,11.9,PNA
Rotation 1,1102,2008,21-Jul-08,SGR,Position 2,PNA,1.8,19.03,7.84,6.83,0.143,0.07,429,10,11.9,PNA
Rotation 1,1102,2008,21-Jul-08,SGR,Position 3,PNA,1.7,19.23,7.77,6.88,0.143,0.07,429,10,11.9,PNA
Rotation 1,1103,2008,20-Jul-08,SGR,Deepest Point,PNA,6.9,16.34,8.26,7.88,0.228,0.11,282,11,6.5,PNA
Rotation 1,1103,2008,20-Jul-08,SGR,Position 2,PNA,6.9,16.23,7.96,4.45,0.263,0.11,282,11,6.5,PNA
Rotation 1,1103,2008,20-Jul-08,SGR,Position 3,PNA,5.8,17.37,8.52,8.93,0.208,0.1,282,11,6.5,PNA
Rotation 1,1116,2008,25-Jul-08,JSW,Deepest Point,PNA,0.7,27.61,10.67,15.81,0.411,0.2,3560,48,52.7,PNA
Rotation 1,1116,2008,25-Jul-08,JSW,Position 2,PNA,0.5,27.7,10.68,15.1,0.41,0.2,3560,48,52.7,PNA
Rotation 1,1116,2008,25-Jul-08,JSW,Position 3,PNA,0.4,27.21,10.69,14.69,0.409,0.2,3560,48,52.7,PNA
Rotation 1,1117,2008,25-Jul-08,DTH,Deepest Point,PNA,8,22.16,9.83,11.05,0.311,0.15,481,13,6.7,PNA
Rotation 1,1117,2008,25-Jul-08,DTH,Position 2,PNA,6.5,21.89,9.8,10.51,0.313,0.15,481,13,6.7,PNA
Rotation 1,1117,2008,25-Jul-08,DTH,Position 3,PNA,4.9,21.95,9.78,13.71,0.311,0.15,481,13,6.7,PNA
Rotation 1,1133,2008,25-Jul-08,SGR,Deepest Point,PNA,1.8,9.72,6.23,4.12,0.092,0.05,884,142,9.5,PNA
Rotation 1,1133,2008,25-Jul-08,SGR,Position 2,PNA,1.7,10.06,6.11,4.05,0.092,0.05,884,142,9.5,PNA
Rotation 1,1133,2008,25-Jul-08,SGR,Position 3,PNA,1.5,9.94,6.15,4.24,0.092,0.05,884,142,9.5,PNA
Rotation 1,1134,2008,24-Jul-08,SGR,Deepest Point,PNA,1.8,19.25,9.05,7.23,0.228,0.11,674,9,10.7,PNA
Rotation 1,1134,2008,24-Jul-08,SGR,Position 2,PNA,1.5,19.48,9.23,8.11,0.227,0.11,674,9,10.7,PNA
Rotation 1,1134,2008,24-Jul-08,SGR,Position 3,PNA,1,19.73,9.29,9.61,0.223,0.11,674,9,10.7,PNA
Rotation 1,1135,2008,23-Jul-08,SGR,Deepest Point,PNA,2,18.23,7.89,6.8,0.14,0.07,467,5,13.1,PNA
Rotation 1,1135,2008,23-Jul-08,SGR,Position 2,PNA,1.9,18.28,7.98,7.18,0.14,0.07,467,5,13.1,PNA
Rotation 1,1135,2008,23-Jul-08,SGR,Position 3,PNA,1.9,18.33,8.11,7.82,0.14,0.07,467,5,13.1,PNA
Rotation 1,1190,2008,17-Jul-08,DTH,Deepest Point,PNA,4.3,17.44,10.04,5.71,0.24,0.11,1420,328,16.9,PNA
Rotation 1,1190,2008,17-Jul-08,DTH,Position 2,PNA,1.5,17.48,10.57,13.31,0.241,0.12,1420,328,16.9,PNA
Rotation 1,1190,2008,17-Jul-08,DTH,Position 3,PNA,1.6,18.06,10.41,12.78,0.241,0.11,1420,328,16.9,PNA
Rotation 1,1191,2008,18-Jul-08,DTH,Deepest Point,PNA,2.5,18.66,8.28,1.61,0.837,0.41,7850,5154,49.3,PNA
Rotation 1,1191,2008,18-Jul-08,DTH,Position 2,PNA,0.2,23.14,8.09,4.17,0.87,0.43,7850,5154,49.3,PNA
Rotation 1,1191,2008,18-Jul-08,DTH,Position 3,PNA,0.2,23.4,8.04,2.17,0.871,0.43,7850,5154,49.3,PNA
Rotation 1,1192,2008,19-Jul-08,DTH,Deepest Point,PNA,9.5,20.4,8.93,9.51,0.421,0.2,1500,30,19.3,PNA
Rotation 1,1192,2008,19-Jul-08,DTH,Position 2,PNA,9.1,20.84,8.79,9.41,0.42,0.2,1500,30,19.3,PNA
Rotation 1,1192,2008,19-Jul-08,DTH,Position 3,PNA,6.5,20.81,8.92,9,0.419,0.2,1500,30,19.3,PNA
Rotation 1,1222,2008,20-Jul-08,DTH,Deepest Point,PNA,1.5,18.31,9.85,5.24,0.353,0.17,1970,469,22.8,PNA
Rotation 1,1222,2008,20-Jul-08,DTH,Position 2,PNA,1.5,19.42,9.98,7.13,0.35,0.17,1970,469,22.8,PNA
Rotation 1,1222,2008,20-Jul-08,DTH,Position 3,PNA,1.3,22.08,10.1,10.45,0.353,0.17,1970,469,22.8,PNA
Rotation 1,1223,2008,21-Jul-08,DTH,Deepest Point,PNA,0.5,24.73,10.16,13.92,6.25,3.4,4660,75,60.1,PNA
Rotation 1,1223,2008,21-Jul-08,DTH,Position 2,PNA,0.4,24.78,10.16,10.66,6.25,3.39,4660,75,60.1,PNA
