ABMI Site,RAM Lot,Sorting Tech.,Date Sorted,Date Collected,Vials,Coarse Group,Kingdom,Phylum,SubPhylum,Class,SubClass,InfraClass,Order,SubOrder,Family,Subfamily,Genus,Species,Final Id,Authority,Life Stage,Determined,,,Specimen Count,Notes,Vial Storage,TMS Number,Year
W1037,ABMI.2023.W1037.A, Srayko,10-Nov-23,7/14/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,11/28/2023,1,,mv,ABMI.A.70131,2023
W168,ABMI.2023.W168.A, Srayko,17-Nov-23,7/24/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,11/30/2023,4,,mv,ABMI.A.70133,2023
W1169B,ABMI.2023.W1169B.A,Catbagan,17-Nov-23,6/27/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/12/2023,5,,mv,ABMI.A.70139,2023
W1258-D,ABMI.2023.W1258-D.A,Weller,22-Nov-23,6/28/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/12/2023,1,,mv,ABMI.A.70141,2023
W942-D,ABMI.2023.W942-D.A, Srayko,20-Nov-23,7/11/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/6/2023,1,,mv,ABMI.A.70145,2023
CABIN-W1510B-D,ABMI.2023.CABIN-W1510B-D.A,LaPierre,7-Sep-23,7/7/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,11/28/2023,1,,mv,ABMI.A.70146,2023
CABIN-W1548-D,ABMI.2023.CABIN-W1548-D.A, Field,27-Sep-23,7/7/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/13/2023,2,,mv,ABMI.A.70152,2023
CABIN-W1036,ABMI.2023.CABIN-W1036.A,Weller,27-Sep-23,7/13/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/13/2023,3,,mv,ABMI.A.70156,2023
CABIN-W1548,ABMI.2023.CABIN-W1548.A, Field,3-Oct-23,7/7/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/13/2023,1,,mv,ABMI.A.70159,2023
CABIN-W1168,ABMI.2023.CABIN-W1168.A, Field,23-Oct-23,6/27/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/13/2023,5,,mv,ABMI.A.70165,2023
CABIN-W1402-D,ABMI.2023.CABIN-W1402-D.A, Field,6-Nov-23,7/8/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/14/2023,1,,mv,ABMI.A.70168,2023
CABIN-W1134-D,ABMI.2023.CABIN-W1134-D.A,Catbagan,1-Nov-23,6/29/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/14/2023,2,,mv,ABMI.A.70172,2023
CABIN-W1402,ABMI.2023.CABIN-W1402.A,Catbagan,8-Nov-23,7/8/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/14/2023,1,,mv,ABMI.A.70179,2023
CABIN-W168,ABMI.2023.CABIN-W168.A, Srayko,8-Nov-23,7/24/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/14/2023,4,,mv,ABMI.A.70180,2023
CABIN-W168,ABMI.2023.CABIN-W168.A, Srayko,8-Nov-23,7/24/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,11/30/2023,6,,mv,ABMI.A.70181,2023
CABIN-W1348-D,ABMI.2023.CABIN-W1348-D.A, Field,8-Nov-23,7/10/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/14/2023,2,,mv,ABMI.A.70182,2023
CABIN-W1037,ABMI.2023.CABIN-W1037.A,Weller,9-Nov-23,7/14/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/14/2023,6,,mv,ABMI.A.70186,2023
CABIN-W139,ABMI.2023.CABIN-W139.A,Catbagan,9-Nov-23,7/22/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/15/2023,1,,mv,ABMI.A.70188,2023
CABIN-W1069,ABMI.2023.CABIN-W1069.A, Field,14-Nov-23,7/26/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/15/2023,4,,mv,ABMI.A.70200,2023
W941,ABMI.2023.W941.A, Field,27-Mar-24,7/12/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/12/2023,1,,mv,ABMI.A.70243,2023
W1134-D,ABMI.2023.W1134-D.A,Weller,20-Oct-23,6/29/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/11/2023,3,,mv,ABMI.A.70117,2023
W1168,ABMI.2023.W1168.A, Field,10-Oct-23,6/27/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/8/2023,1,,mv,ABMI.A.70107,2023
W1036-D,ABMI.2023.W1036-D.A,Weller,24-Oct-23,7/13/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/11/2023,1,,mv,ABMI.A.70119,2023
W1348,ABMI.2023.W1348.A, Field,26-Oct-23,7/10/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/11/2023,1,,mv,ABMI.A.70120,2023
W1102,ABMI.2023.W1102.A, Srayko,6-Nov-23,7/12/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/12/2023,5,,mv,ABMI.A.70126,2023
W169,ABMI.2023.W169.A, Field,20-Nov-23,7/23/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/12/2023,6,,mv,ABMI.A.70140,2023
W139,ABMI.2023.W139.A, Srayko,15-Nov-23,7/22/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,11/27/2023,2,,mv,ABMI.A.70143,2023
W941,ABMI.2023.W941.A, Field,27-Mar-24,7/12/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/19/2023,3,,mv,ABMI.A.70241,2023
CABIN-W169,ABMI.2023.CABIN-W169.A,Catbagan,8-Nov-23,7/23/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/19/2023,1,,mv,ABMI.A.70185,2023
W1548-D,ABMI.2023.W1548-D.A, Field,20-Sep-23,7/7/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/8/2023,5,,mv,ABMI.A.70101,2023
W1548-D,ABMI.2023.W1548-D.A, Field,20-Sep-23,7/7/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,11/30/2023,1,,mv,ABMI.A.70103,2023
W1258,ABMI.2023.W1258.A, Field,26-Sep-23,6/28/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/8/2023,3,,mv,ABMI.A.70104,2023
W1134,ABMI.2023.W1134.A,Weller,6-Oct-23,6/29/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/8/2023,1,,mv,ABMI.A.70106,2023
CABIN-W941,ABMI.2023.CABIN-W941.A,Weller,17-Nov-23,7/12/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/15/2023,1,,mv,ABMI.A.70201,2023
W1548,ABMI.2023.W1548.A, Field,23-Nov-23,7/7/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/7/2023,15,,mv,ABMI.A.70136,2023
CABIN-W1036-D,ABMI.2023.CABIN-W1036-D.A,Catbagan,27-Sep-23,7/13/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/13/2023,2,,mv,ABMI.A.70151,2023
CABIN-W1170,ABMI.2023.CABIN-W1170.A,Catbagan,2-Oct-23,6/29/2023,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/13/2023,1,,mv,ABMI.A.70157,2023
CABIN-W1548,ABMI.2023.CABIN-W1548.A, Field,3-Oct-23,7/7/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,Coenagrion/Enallagma,,nymph, Srayko,Stephen,12/7/2023,1,,mv,ABMI.A.70160,2023
W1169B,ABMI.2023.W1169B.A,Catbagan,17-Nov-23,6/27/2023,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydraenidae,,Hydraena,sp.,Hydraena,"Kugelann, 1794",adult,Hinchliffe,Robert,12/7/2023,1,,mv,ABMI.A.34473,2023
W197,ABMI.2023.W197.A, Field,15-Nov-23,7/24/2023,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Stictotarsus,striatellus,Stictotarsus striatellus,"(LeConte, 1852)",adult,Hinchliffe,Robert,12/7/2023,1,,mv,ABMI.A.34481,2023
W1134,ABMI.2023.W1134.A,Weller,6-Oct-23,6/29/2023,slide,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,Pseudochironomus,sp. A RPH,Pseudochironomus sp. A RPH,,larva, Srayko,Stephen,1/12/2024,1,,slide,ABMI.A.70281,2023
W1102,ABMI.2023.W1102.A, Srayko,6-Nov-23,7/12/2023,slide,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,Psectrocladius,cf. simulans,Psectrocladius cf. simulans,,larva,Weller,Zachary,1/18/2024,1,,slide,ABMI.A.61651,2023
W1510B,ABMI.2023.W1510B.A,LaPierre,8-Sep-23,7/7/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Hinchliffe,Robert,12/11/2023,2,,mv,ABMI.A.61492,2023
W1170-D,ABMI.2023.W1170-D.A,Weller,11-Oct-23,6/29/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Hinchliffe,Robert,12/11/2023,1,,mv,ABMI.A.61507,2023
W941-D,ABMI.2023.W941-D.A, Srayko,22-Nov-23,7/12/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/12/2023,1,,mv,ABMI.A.61541,2023
CABIN-W1510B,ABMI.2023.CABIN-W1510B.A,LaPierre,7-Sep-23,7/7/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/12/2023,4,,mv,ABMI.A.61546,2023
CABIN-W1036-D,ABMI.2023.CABIN-W1036-D.A,Catbagan,27-Sep-23,7/13/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/12/2023,2,,mv,ABMI.A.61549,2023
CABIN-W942-D,ABMI.2023.CABIN-W942-D.A,Catbagan,27-Mar-24,7/11/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile, Srayko,Stephen,12/15/2023,1,,mv,ABMI.A.70202,2023
CABIN-W942,ABMI.2023.CABIN-W942.A,Catbagan,21-Nov-23,7/11/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile, Srayko,Stephen,12/15/2023,4,,mv,ABMI.A.70207,2023
CABIN-W579B,ABMI.2023.CABIN-W579B.A,Catbagan,14-Nov-23,7/26/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile, Srayko,Stephen,12/15/2023,1,,mv,ABMI.A.70208,2023
CABIN-W941,ABMI.2023.CABIN-W941.A,Weller,17-Nov-23,7/12/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile, Srayko,Stephen,12/15/2023,2,,mv,ABMI.A.70211,2023
CABIN-W1348-D,ABMI.2023.CABIN-W1348-D.A, Field,8-Nov-23,7/10/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile, Srayko,Stephen,12/18/2023,2,,mv,ABMI.A.70226,2023
CABIN-W1549,ABMI.2023.CABIN-W1549.A, Field,5-Oct-23,7/8/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/18/2023,1,,mv,ABMI.A.61564,2023
CABIN-W1134,ABMI.2023.CABIN-W1134.A,Catbagan,30-Oct-23,6/29/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/18/2023,2,,mv,ABMI.A.61572,2023
CABIN-W1402-D,ABMI.2023.CABIN-W1402-D.A, Field,6-Nov-23,7/8/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/18/2023,7,,mv,ABMI.A.61577,2023
CABIN-W1402,ABMI.2023.CABIN-W1402.A,Catbagan,8-Nov-23,7/8/2023,,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile, Srayko,Stephen,12/18/2023,12,,,ABMI.A.70236,2023
W1036,ABMI.2023.W1036.A,Catbagan,24-Oct-23,7/13/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Hinchliffe,Robert,12/11/2023,2,,mv,ABMI.A.61509,2023
W1134,ABMI.2023.W1134.A,Weller,6-Oct-23,6/29/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Hinchliffe,Robert,12/11/2023,1,,mv,ABMI.A.61503,2023
W1134-D,ABMI.2023.W1134-D.A,Weller,20-Oct-23,6/29/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Hinchliffe,Robert,12/11/2023,3,,mv,ABMI.A.61511,2023
W1402,ABMI.2023.W1402.A, Field,27-Oct-23,7/8/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Hinchliffe,Robert,12/11/2023,6,,mv,ABMI.A.61516,2023
W1037,ABMI.2023.W1037.A, Srayko,10-Nov-23,7/14/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/11/2023,1,,mv,ABMI.A.61529,2023
W1510B-D,ABMI.2023.W1510B-D.A,LaPierre,8-Sep-23,7/7/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Hinchliffe,Robert,12/11/2023,1,,mv,ABMI.A.61488,2023
CABIN-W1510B-D,ABMI.2023.CABIN-W1510B-D.A,LaPierre,7-Sep-23,7/7/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/12/2023,1,,mv,ABMI.A.61543,2023
CABIN-W1037,ABMI.2023.CABIN-W1037.A,Weller,9-Nov-23,7/14/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile, Srayko,Stephen,12/15/2023,2,,mv,ABMI.A.70219,2023
CABIN-W1170-D,ABMI.2023.CABIN-W1170-D.A,Catbagan,6-Oct-23,6/29/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/18/2023,4,,mv,ABMI.A.61567,2023
CABIN-W1134-D,ABMI.2023.CABIN-W1134-D.A,Catbagan,1-Nov-23,6/29/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Weller,Zachary,12/18/2023,4,,mv,ABMI.A.61575,2023
CABIN-W941,ABMI.2023.CABIN-W941.A,Weller,17-Nov-23,7/12/2023,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,americana,Cymatia americana,"Hussey, 1920",adult, Srayko,Stephen,12/15/2023,4,,mv,ABMI.A.70212,2023
CABIN-W1402,ABMI.2023.CABIN-W1402.A,Catbagan,8-Nov-23,7/8/2023,,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,americana,Cymatia americana,"Hussey, 1920",adult, Srayko,Stephen,12/18/2023,,,,ABMI.A.70237,2023
W1348,ABMI.2023.W1348.A, Field,26-Oct-23,7/10/2023,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,americana,Cymatia americana,"Hussey, 1920",adult,Weller,Zachary,11/27/2023,1,,mv,ABMI.A.61528,2023
CABIN-W1348-D,ABMI.2023.CABIN-W1348-D.A, Field,8-Nov-23,7/10/2023,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydraenidae,Ochthebiinae,Ochthebius,sp.,Ochthebius,"Leach, 1815",adult, Srayko,Stephen,12/7/2023,1,,mv,ABMI.A.70094,2023
W1134,ABMI.2023.W1134.A,Weller,6-Oct-23,6/29/2023,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,sp.,Caenis,"Stephens, 1835",nymph, Srayko,Stephen,11/27/2023,5,,mv,ABMI.A.70009,2023
CABIN-W1134,ABMI.2023.CABIN-W1134.A,Catbagan,30-Oct-23,6/29/2023,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,sp.,Caenis,"Stephens, 1835",nymph, Srayko,Stephen,12/1/2023,22,,mv,ABMI.A.70067,2023
W168,ABMI.2023.W168.A, Srayko,17-Nov-23,7/24/2023,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,sp.,Caenis,"Stephens, 1835",nymph, Srayko,Stephen,11/30/2023,2,,mv,ABMI.A.70045,2023
W1102,ABMI.2023.W1102.A, Srayko,6-Nov-23,7/12/2023,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,sp.,Caenis,"Stephens, 1835",nymph, Srayko,Stephen,11/29/2023,5,,mv,ABMI.A.70029,2023
W1287-D,ABMI.2023.W1287-D.A, Field,13-Oct-23,6/28/2023,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,sp.,Caenis,"Stephens, 1835",nymph, Srayko,Stephen,11/27/2023,1,,mv,ABMI.A.70012,2023
